make,mileage,model_year,transmission_from_vin,stock_type,msrp
Honda,40.0,2024,A,NEW,37910
Honda,172860.0,2019,A,USED,48990
Toyota,99.0,2024,A,NEW,36850
Cadillac,133859.0,2017,A,USED,59930
Ram,56.0,2023,A,NEW,54145
Ford,48168.77220551646,2024,A,NEW,74850
Chevrolet,48168.77220551646,2024,A,NEW,80499
Mazda,10.0,2024,A,NEW,36100
Jeep,48168.77220551646,2024,A,NEW,59045
Nissan,48168.77220551646,2024,A,NEW,49898
Ram,50.0,2023,A,NEW,59040
BMW,64067.0,2020,A,USED,93500
Ford,30.0,2024,A,NEW,80895
Toyota,80038.0,2019,A,USED,34250
GMC,48168.77220551646,2015,A,USED,43600
Toyota,31932.0,2021,M,USED,19150
Volkswagen,629.0,2024,A,NEW,37995
Ford,8589.0,2021,A,USED,54795
Nissan,11.0,2024,A,NEW,33648
Chevrolet,103896.0,2018,A,USED,64605
Mazda,6500.0,2024,A,USED,49300
Ram,89.0,2023,A,NEW,53445
Ram,84.0,2023,A,NEW,51945
Honda,140441.0,2018,A,USED,20890
Volkswagen,10.0,2024,A,NEW,37995
Hyundai,116380.0,2016,A,USED,35699
Ram,37712.0,2022,A,USED,51940
Honda,72820.0,2021,A,USED,30400
Dodge,10.0,2024,A,NEW,37995
Honda,53099.0,2022,A,USED,34920
Ram,15741.0,2023,A,NEW,50745
Ram,151250.0,2016,A,USED,57495
Audi,132047.0,2018,A,USED,56300
Buick,14475.0,2023,A,USED,32498
Infiniti,174926.0,2016,A,USED,74650
BMW,81706.0,2017,A,USED,47500
Chevrolet,102000.0,2014,A,USED,15995
Dodge,3781.0,2022,A,USED,45565
GMC,7.0,2024,A,NEW,53599
Nissan,53562.0,2021,A,USED,22898
Hyundai,20.0,2024,A,NEW,40599
Ram,10.0,2024,A,NEW,60520
Jeep,22.0,2024,A,NEW,59270
Ram,107002.0,2018,A,USED,52095
Toyota,48168.77220551646,2024,A,NEW,36950
Ford,50838.0,2021,A,USED,34299
Dodge,48168.77220551646,2023,A,NEW,52740
Ford,241644.0,2012,A,USED,49899
Ford,207771.0,2019,A,USED,57549
Ram,59581.0,2020,A,USED,51370
Honda,48168.77220551646,2024,A,NEW,37925
Nissan,48168.77220551646,2024,A,NEW,26298
Chrysler,59218.0,2021,A,USED,39995
Ford,52159.0,2020,A,USED,35049
Kia,75154.0,2018,A,USED,44195
Ford,38254.0,2021,A,USED,32149
Ford,16.0,2024,A,NEW,38995
Subaru,10.0,2024,A,NEW,32195
Hyundai,180269.0,2014,A,USED,30599
Hyundai,13731.0,2021,A,USED,21599
Volkswagen,3319.0,2023,A,USED,33995
Ram,33.0,2024,A,NEW,68670
Volkswagen,5811.0,2024,A,USED,33995
GMC,45.0,2024,A,NEW,64499
Hyundai,95121.0,2011,M,USED,14899
Ram,29.0,2024,A,NEW,97770
Ford,177182.0,2012,A,USED,23499
Ram,30.0,2024,A,NEW,68670
Ford,19436.0,2023,A,USED,62900
Ford,35489.0,2021,A,USED,48589
Volkswagen,15.0,2024,M,NEW,48895
Nissan,48168.77220551646,2024,A,NEW,49298
Ram,137005.0,2019,A,USED,47070
Cadillac,7.0,2024,A,NEW,75894
Honda,5032.0,2024,A,USED,42075
Ram,48168.77220551646,2024,A,NEW,71020
Ram,28009.0,2021,A,USED,55215
Volvo,29668.0,2021,A,USED,59300
Subaru,144495.0,2016,A,USED,31895
Lexus,94313.0,2021,A,USED,64050
Nissan,50000.0,2021,A,USED,40798
Nissan,39192.0,2021,A,USED,22898
Jeep,48168.77220551646,2024,A,NEW,63045
Dodge,183116.0,2017,A,USED,36595
GMC,111394.0,2016,A,USED,53735
Ford,116.0,2024,A,NEW,80495
Hyundai,74400.0,2021,A,USED,27149
Kia,95906.0,2015,A,USED,42095
Chevrolet,30.0,2024,A,NEW,35845
Kia,104163.0,2020,A,USED,20995
Chevrolet,48756.0,2022,A,USED,28098
Cadillac,6.0,2024,A,NEW,146899
Nissan,46417.0,2018,A,USED,22798
Ford,125817.0,2021,A,USED,81305
Ram,67064.0,2021,A,USED,50620
Subaru,98799.0,2017,A,USED,31195
Chevrolet,72452.0,2021,A,USED,27948
Nissan,48168.77220551646,2024,A,NEW,34498
Ford,278000.0,2013,A,USED,26899
Nissan,120000.0,2011,A,USED,29998
GMC,17.0,2024,A,NEW,63499
Cadillac,111575.0,2021,A,USED,99298
Volkswagen,16.0,2024,A,NEW,50295
Ram,46871.0,2021,A,USED,53745
Ram,147000.0,2012,A,USED,65340
Audi,71753.0,2020,A,USED,54800
Cadillac,17000.0,2023,A,USED,104198
Ford,115.0,2024,A,NEW,80895
Kia,30000.0,2022,M,USED,17395
Land Rover,158582.0,2011,A,USED,112280
Jeep,19.0,2024,A,NEW,55770
Chrysler,65198.0,2016,A,USED,23645
Nissan,211638.0,2017,A,USED,27448
Jeep,79612.0,2019,A,USED,76345
GMC,8.0,2024,A,NEW,63499
BMW,90.0,2024,A,NEW,46900
BMW,184162.0,2015,A,USED,75000
Honda,12979.0,2023,A,USED,61350
Hyundai,15.0,2024,A,NEW,23799
Volkswagen,23.0,2024,A,NEW,33995
Chevrolet,15.0,2024,A,NEW,86699
Dodge,263067.0,2011,A,USED,43940
Lexus,98382.0,2013,A,USED,39500
Ford,91671.0,2021,A,USED,86125
Chevrolet,15.0,2024,A,NEW,67499
Toyota,43906.0,2011,M,USED,16715
Land Rover,2.0,2024,A,NEW,158550
Infiniti,13743.0,2023,A,USED,61395
Ram,69.0,2023,A,NEW,81795
Toyota,117294.0,2017,A,USED,44800
Ford,10.0,2024,A,NEW,67225
Hyundai,80052.0,2020,A,USED,45199
Ford,13.0,2023,A,NEW,69000
Ford,48168.77220551646,2023,A,NEW,62900
Dodge,58251.0,2020,A,USED,46995
Toyota,74970.0,2018,A,USED,47990
Subaru,17.0,2024,A,NEW,60995
Ford,116.0,2024,A,NEW,64590
Ram,44480.0,2021,A,USED,55215
Honda,1455.0,2024,A,NEW,37910
Ford,93548.0,2019,A,USED,46349
Hyundai,35.0,2024,A,NEW,34199
GMC,14.0,2024,A,NEW,66699
Lincoln,128301.0,2016,A,USED,76650
Audi,90.0,2024,A,NEW,121250
Chrysler,98619.0,2022,A,USED,43995
Jeep,109742.0,2020,A,USED,39495
Porsche,48168.77220551647,2024,A,USED,131700
Nissan,133755.0,2018,A,USED,20258
Nissan,158174.0,2019,A,USED,31198
Hyundai,48168.77220551646,2024,A,NEW,30499
Audi,222996.0,2014,A,USED,50500
Nissan,55344.0,2020,A,USED,28798
Ram,6226.0,2023,A,USED,67845
Toyota,10196.0,2023,A,USED,51050
Nissan,38974.0,2018,A,USED,20258
Ram,22.0,2023,A,NEW,82045
Chevrolet,39149.0,2022,A,USED,52748
Acura,57419.0,2020,A,USED,50490
Chevrolet,5.0,2024,A,NEW,30499
Nissan,18328.0,2024,A,NEW,49298
Nissan,11.0,2024,A,NEW,24698
GMC,153822.0,2019,A,USED,67900
Land Rover,84157.0,2014,A,USED,56795
Ram,36.0,2023,A,NEW,59040
Nissan,89990.0,2019,A,USED,65498
Nissan,65693.0,2016,A,USED,14848
Dodge,118394.0,2019,A,USED,31245
Chevrolet,26.0,2024,A,NEW,48199
Mercedes-Benz,16.0,2024,A,NEW,161900
Hyundai,47349.0,2022,A,USED,40499
Ford,10.0,2024,A,NEW,91039
Nissan,12.0,2024,A,NEW,49898
Chevrolet,36000.0,2022,A,USED,28098
Nissan,101064.0,2020,A,USED,37698
Hyundai,50451.0,2021,M,USED,17899
Ram,55.0,2023,A,NEW,55020
Ford,10.0,2024,A,NEW,64995
Toyota,76657.0,2021,A,USED,30350
Chevrolet,222683.0,2014,A,USED,49455
Mazda,10.0,2024,A,NEW,64350
Hyundai,31000.0,2023,A,USED,40099
Ram,15166.0,2020,A,USED,49695
Subaru,10.0,2024,A,NEW,32195
Ram,30.0,2023,A,NEW,56045
Ford,48168.77220551646,2024,A,NEW,69995
Jeep,58214.0,2018,A,USED,27400
Hyundai,10.0,2024,A,NEW,40799
Toyota,48168.77220551646,2024,A,NEW,60450
Ford,36150.0,2022,A,USED,53949
Nissan,26101.0,2022,A,USED,22598
Nissan,53701.0,2019,A,USED,18398
Hyundai,85286.0,2020,A,USED,18399
Honda,24927.0,2022,M,USED,33150
BMW,90.0,2024,A,NEW,63990
Nissan,127975.0,2018,A,USED,48998
Jeep,10.0,2024,A,NEW,66995
Chevrolet,17.0,2024,A,NEW,56999
Honda,13040.0,2024,A,NEW,49775
Jeep,48558.0,2023,A,USED,69945
Volkswagen,15.0,2024,A,NEW,37995
Land Rover,40158.0,2022,A,USED,125600
Porsche,48168.77220551647,2024,A,USED,153700
Hyundai,86423.0,2021,A,USED,21899
Jeep,62351.0,2022,A,USED,48640
Chevrolet,33510.0,2022,A,USED,40198
Jeep,86690.0,2023,A,USED,53990
Dodge,47819.0,2022,A,USED,65645
Hyundai,32.0,2024,A,NEW,40599
Jeep,20.0,2023,A,NEW,55490
Mercedes-Benz,7.0,2023,A,NEW,87900
Ford,15899.0,2022,A,USED,68245
BMW,90.0,2024,A,NEW,70500
Lexus,101002.0,2016,A,USED,41900
Honda,10.0,2024,A,NEW,55940
Hyundai,48168.77220551647,2024,A,USED,27999
Volkswagen,10.0,2024,A,NEW,45495
Chevrolet,48168.77220551647,2024,A,USED,61899
Subaru,10.0,2024,A,NEW,38295
Mazda,136501.0,2019,A,USED,31045
Honda,124044.0,2017,A,USED,49190
Volvo,30.0,2024,A,NEW,67750
Audi,14.0,2023,A,NEW,96100
Jeep,28.0,2024,A,NEW,61045
Ford,2.0,2024,A,NEW,67225
Ford,10.0,2024,A,NEW,46999
Chevrolet,15.0,2024,A,NEW,83999
GMC,88360.0,2019,A,USED,32900
Dodge,53825.0,2020,A,USED,33845
Toyota,48168.77220551646,2024,A,NEW,36850
GMC,172886.0,2015,A,USED,38850
Hyundai,22.0,2024,A,NEW,35499
Dodge,179322.0,2016,A,USED,35595
Dodge,15.0,2024,A,NEW,58770
Toyota,36.0,2024,A,NEW,50050
Dodge,48168.77220551646,2024,A,NEW,58770
Nissan,48168.77220551646,2024,A,NEW,51998
Honda,43161.0,2019,M,USED,20690
Honda,40970.0,2020,A,USED,22990
Maserati,90.0,2024,A,NEW,140000
Chevrolet,5.0,2024,A,NEW,54799
Honda,79001.0,2021,A,USED,23400
Ford,120037.0,2016,A,USED,37599
Ram,4135.0,2022,A,NEW,56045
Kia,90085.0,2015,A,USED,28995
Honda,10.0,2024,M,NEW,35630
Acura,48357.0,2022,A,USED,56405
Ford,100.0,2024,A,NEW,48340
Ford,11.0,2024,A,NEW,38995
Nissan,148584.0,2018,A,USED,41048
Honda,67262.0,2022,A,USED,31005
Dodge,185560.0,2017,A,USED,44995
Kia,185159.0,2014,A,USED,28295
Subaru,48168.77220551646,2024,A,NEW,36995
Toyota,48168.77220551646,2024,A,NEW,38790
Nissan,8.0,2024,A,NEW,55498
Mercedes-Benz,47964.0,2020,A,USED,37300
Volkswagen,10.0,2024,M,NEW,48895
Ford,129284.0,2016,A,USED,50399
Lincoln,17.0,2024,A,NEW,61900
Ram,89182.0,2021,A,USED,73195
GMC,96398.0,2021,A,USED,53998
Hyundai,138103.0,2009,A,USED,23395
Volkswagen,16.0,2024,A,NEW,57495
Ram,33.0,2024,A,NEW,84920
Toyota,48168.77220551646,2024,A,NEW,36850
Ram,15.0,2024,A,NEW,68670
BMW,37336.0,2021,A,USED,56300
Subaru,48168.77220551646,2024,A,NEW,40495
Ford,125.0,2024,A,NEW,71000
Ram,500.0,2024,A,NEW,68670
Volkswagen,89457.0,2018,A,USED,52540
Mazda,21714.0,2023,A,USED,42900
Dodge,26.0,2024,A,NEW,55995
Honda,156285.0,2016,A,USED,26990
Hyundai,56619.0,2020,A,USED,37999
Ford,14223.0,2023,A,USED,73995
GMC,4500.0,2024,A,NEW,87599
Genesis,9805.0,2022,A,USED,49000
Cadillac,6.0,2024,A,NEW,48899
Ram,55.0,2023,A,NEW,54145
Ford,20.0,2024,A,NEW,38995
Subaru,117689.0,2017,M,USED,32795
Volkswagen,90.0,2023,A,NEW,55495
GMC,10.0,2024,A,NEW,72799
Chevrolet,15.0,2024,A,NEW,47999
Jeep,21288.0,2020,A,USED,49495
Buick,8.0,2024,A,NEW,31649
Nissan,130202.0,2017,A,USED,69998
Volkswagen,36000.0,2020,A,USED,40395
Ram,15.0,2023,A,NEW,59040
Ford,203711.0,2014,A,USED,35699
Ram,20.0,2023,A,NEW,56045
Nissan,16.0,2024,A,NEW,21998
Chevrolet,15.0,2024,A,NEW,35845
Chevrolet,100.0,2024,A,NEW,47999
GMC,15.0,2024,A,NEW,37895
Audi,101099.0,2016,A,USED,59400
Jeep,137199.0,2015,A,USED,29185
Toyota,3491.0,2024,A,USED,28290
Chevrolet,91525.0,2021,A,USED,27948
Ford,58.0,2024,A,NEW,92340
Jeep,52703.0,2022,A,USED,51045
Chevrolet,15.0,2024,A,NEW,172799
Mazda,10.0,2024,A,NEW,39300
GMC,7.0,2024,A,NEW,42845
Volkswagen,51.0,2024,A,NEW,50495
Ram,10.0,2023,A,NEW,54645
Chevrolet,45578.0,2017,A,USED,36735
GMC,129936.0,2014,A,USED,32195
Hyundai,58812.0,2020,A,USED,20599
Volkswagen,29.0,2024,A,NEW,41795
Hyundai,48168.77220551646,2024,A,NEW,34199
Jeep,48168.77220551646,2024,A,NEW,59270
Nissan,83095.0,2022,A,USED,35998
Dodge,84625.0,2019,A,USED,39940
Chevrolet,15.0,2024,A,NEW,36645
Hyundai,17.0,2024,A,NEW,56999
Ram,220.0,2023,A,NEW,82045
Lincoln,16.0,2024,A,NEW,61900
Toyota,101367.0,2018,A,USED,31290
GMC,8.0,2024,A,NEW,34945
Ford,119785.0,2017,A,USED,31998
Nissan,15.0,2024,A,NEW,58098
Ram,141557.0,2017,A,USED,53695
Jeep,238334.0,2015,A,USED,24495
BMW,90.0,2024,A,NEW,69900
Nissan,24.0,2024,A,NEW,27198
Hyundai,58324.0,2022,A,USED,22699
Jeep,25.0,2024,A,NEW,57045
Volvo,30.0,2024,A,NEW,63500
Dodge,302.0,2023,A,NEW,67695
Tesla,51709.0,2022,A,USED,85290
Infiniti,84861.0,2017,A,USED,43490
Honda,62925.0,2020,A,USED,26390
Ford,68088.0,2022,A,USED,47449
Volkswagen,4784.0,2023,A,NEW,37695
Nissan,48168.77220551646,2024,A,NEW,53898
GMC,8786.0,2024,A,USED,42845
Ford,55689.0,2021,A,USED,51639
GMC,6.0,2024,A,NEW,66699
Jeep,19.0,2024,A,NEW,44270
Kia,32683.0,2022,A,USED,34795
Ford,14641.0,2023,A,USED,77325
GMC,241719.0,2014,A,USED,32195
Ford,16.0,2023,A,NEW,73995
Lexus,3820.0,2024,A,NEW,75350
Volkswagen,22.0,2024,A,NEW,33995
GMC,15.0,2024,A,NEW,87599
Nissan,8412.0,2023,A,USED,29998
Ram,42.0,2024,A,NEW,66070
Mercedes-Benz,894.0,2024,A,NEW,82800
Ford,48168.77220551646,2024,A,NEW,67225
Porsche,19000.0,2023,A,USED,99300
Ford,15337.0,2023,A,USED,37150
Ram,42.0,2023,A,NEW,54645
Toyota,18516.0,2022,M,USED,22690
Infiniti,55.0,2024,A,NEW,68795
Chevrolet,48168.77220551647,2024,A,USED,163799
Hyundai,9000.0,2020,A,USED,18849
BMW,59600.0,2020,A,USED,49750
Ram,48168.77220551646,2024,A,NEW,69020
Kia,17822.0,2022,A,USED,23595
Kia,48168.77220551646,2023,A,NEW,41595
Cadillac,7.0,2024,A,NEW,48899
Ford,77976.0,2018,A,USED,32199
Jeep,175520.0,2018,A,USED,41745
Hyundai,157260.0,2013,A,USED,38499
Ford,156627.0,2020,A,USED,28985
BMW,90.0,2024,A,NEW,56700
Ford,194797.0,2010,A,USED,34549
Mitsubishi,72392.0,2018,A,USED,45998
Lexus,86413.0,2020,A,USED,53350
Nissan,48168.77220551646,2024,A,NEW,61998
Jeep,48168.77220551646,2024,A,NEW,44270
Volkswagen,5.0,2024,A,NEW,45495
Honda,27781.0,2020,A,USED,28790
Toyota,48168.77220551646,2024,A,NEW,34850
GMC,8.0,2024,A,NEW,103499
Toyota,39084.0,2023,A,USED,44650
Lexus,87900.0,2017,A,USED,42950
Mazda,48168.77220551646,2024,A,NEW,24950
Nissan,12930.0,2023,A,USED,45098
Ford,8.0,2023,A,NEW,62900
Ford,3000.0,2023,A,USED,77325
GMC,102485.0,2018,A,USED,53870
Kia,76.0,2024,A,NEW,39395
Subaru,27023.0,2023,A,USED,29595
Jeep,14.0,2024,A,NEW,59045
Mitsubishi,72750.0,2019,A,USED,38398
Infiniti,194216.0,2012,A,USED,73100
Dodge,228335.0,2016,A,USED,28995
Mercedes-Benz,14214.0,2016,A,USED,71300
Ford,10.0,2024,A,NEW,60200
Volkswagen,8.0,2024,M,NEW,26595
Ford,48168.77220551646,2024,A,NEW,53705
Ford,18620.0,2020,A,USED,45199
Honda,108638.0,2015,A,USED,31790
Ford,5.0,2024,A,NEW,67225
Jeep,44900.0,2022,A,USED,58745
Mitsubishi,206153.0,2020,A,USED,27998
Kia,40.0,2024,A,NEW,38395
GMC,15.0,2024,A,NEW,97599
Ford,100.0,2023,A,NEW,66420
Honda,62057.0,2020,A,USED,25290
Chevrolet,126610.0,2017,A,USED,38535
Dodge,500.0,2023,A,NEW,37995
Ram,20.0,2023,A,NEW,51945
Ford,125872.0,2018,A,USED,31099
Nissan,48168.77220551646,2024,A,NEW,22098
BMW,83239.0,2021,A,USED,42425
Honda,61595.0,2020,M,USED,30990
Ford,25121.0,2023,A,USED,59125
Hyundai,129768.0,2017,A,USED,36499
Hyundai,87009.0,2021,A,USED,36399
Kia,6.0,2024,A,NEW,20995
Ram,60000.0,2019,A,USED,72495
Nissan,61135.0,2016,A,USED,39398
Infiniti,30097.0,2022,A,USED,81695
Ford,81585.0,2022,A,USED,33199
Mitsubishi,75855.0,2018,A,USED,24798
Volkswagen,48168.77220551647,2024,A,USED,45495
Buick,3.0,2024,A,NEW,31899
Dodge,189676.0,2016,A,USED,36495
Buick,54983.0,2021,A,USED,39398
Jeep,67219.0,2020,A,USED,39495
Ford,19095.0,2023,A,USED,58580
Volkswagen,83119.0,2021,A,USED,35145
Nissan,24.0,2024,A,NEW,81348
Ram,36.0,2023,A,NEW,59040
Mercedes-Benz,74177.0,2018,A,USED,37900
Ram,92220.0,2015,A,USED,49295
Jeep,197761.0,2015,A,USED,32495
Hyundai,19389.0,2023,A,USED,24999
Jeep,110684.0,2016,A,USED,36095
Chevrolet,62398.0,2018,A,USED,30900
Toyota,82106.0,2022,A,USED,30950
Buick,45.0,2024,A,NEW,28299
BMW,74824.0,2019,A,USED,48900
Chevrolet,74866.0,2021,A,USED,52798
Jeep,106978.0,2016,A,USED,30985
Dodge,115706.0,2020,A,USED,59145
Cadillac,155535.0,2014,A,USED,50085
Chevrolet,18.0,2024,A,NEW,47999
Hyundai,48168.77220551646,2024,A,NEW,39199
Ford,146001.0,2014,A,USED,47799
Volkswagen,90.0,2024,A,NEW,38495
Mazda,13.0,2024,A,NEW,39700
Ford,94879.0,2020,A,USED,59549
Jeep,17.0,2024,A,NEW,64995
Dodge,86808.0,2021,A,USED,41895
Chevrolet,44775.0,2019,A,USED,21995
Ford,20278.0,2014,A,USED,61699
Hyundai,51000.0,2020,A,USED,27899
Audi,17.0,2024,A,NEW,65515
Volkswagen,6.0,2024,A,NEW,57495
Jeep,19.0,2024,A,NEW,37270
Toyota,107892.0,2019,A,USED,42790
Chevrolet,65961.0,2019,A,USED,21995
Honda,50.0,2024,A,NEW,45000
Audi,83000.0,2013,A,USED,77000
Hyundai,32.0,2024,A,NEW,46999
Jeep,19758.0,2023,A,USED,61045
Ram,62366.0,2022,A,USED,65895
Chevrolet,15.0,2024,A,NEW,86699
Honda,61382.0,2020,A,USED,28790
Ford,20.0,2023,A,NEW,57045
Hyundai,16.0,2024,A,NEW,36699
Honda,11.0,2024,A,NEW,29650
Honda,30472.0,2020,A,USED,46090
Chevrolet,15.0,2024,A,NEW,53999
Ford,15.0,2023,A,NEW,52630
Ram,31.0,2024,A,NEW,70020
Jeep,55017.0,2020,A,USED,45895
Jeep,101000.0,2019,A,USED,42745
Volkswagen,91952.0,2019,A,USED,43895
GMC,48168.77220551646,2024,A,NEW,93199
Audi,90.0,2024,A,NEW,43715
BMW,43800.0,2021,A,USED,52550
Chrysler,151085.0,2019,A,USED,44245
Ram,102645.0,2019,A,USED,53415
Chevrolet,190573.0,2017,A,USED,34870
Toyota,48168.77220551646,2024,A,NEW,36850
Volkswagen,56.0,2024,A,NEW,61495
Hyundai,83165.0,2021,A,USED,25049
Toyota,48168.77220551646,2024,A,NEW,80290
Chevrolet,30.0,2024,A,NEW,48199
Toyota,139487.0,2019,A,USED,42170
Mazda,86046.0,2021,A,USED,30200
Volkswagen,51750.0,2022,A,USED,33695
Ford,129636.0,2019,A,USED,43399
Mercedes-Benz,90.0,2024,A,NEW,136000
Toyota,23038.0,2023,A,USED,58260
Mazda,15.0,2024,A,NEW,64350
Honda,70803.0,2017,A,USED,25190
Volkswagen,48168.77220551646,2024,A,NEW,33995
Kia,62533.0,2022,A,USED,33195
Ford,128000.0,2018,A,USED,32199
Chevrolet,70897.0,2019,A,USED,15695
BMW,37891.0,2022,A,USED,52990
Ford,16.0,2024,A,NEW,64590
Honda,10.0,2024,A,NEW,49775
Jeep,21.0,2024,A,NEW,59270
Toyota,87008.0,2016,A,USED,38265
Mitsubishi,205044.0,2017,A,USED,31998
Honda,50.0,2024,A,NEW,58170
Nissan,48168.77220551646,2024,A,NEW,58098
Volkswagen,22407.0,2023,A,USED,33995
Honda,192370.0,2015,A,USED,20250
Hyundai,136191.0,2014,A,USED,33599
Subaru,5.0,2024,A,NEW,33995
Honda,141144.0,2016,A,USED,30190
Honda,53842.0,2022,A,USED,37470
Chevrolet,97554.0,2022,A,USED,64048
Tesla,13022.0,2022,A,USED,85290
Ford,129000.0,2013,A,USED,40999
Kia,136860.0,2016,A,USED,23695
Ram,43650.0,2022,A,USED,63895
Ram,28.0,2023,A,NEW,80795
Chevrolet,14.0,2024,A,NEW,32445
Toyota,48168.77220551646,2024,A,NEW,36850
Hyundai,10.0,2024,A,NEW,58299
Ford,259496.0,2012,A,USED,46299
Chevrolet,77164.0,2021,A,USED,37898
Ford,10.0,2024,A,NEW,67225
GMC,15.0,2024,A,NEW,97599
Jeep,82262.0,2015,A,USED,28195
Jeep,10.0,2024,A,NEW,55045
Volkswagen,142987.0,2015,A,USED,28940
Honda,37006.0,2020,A,USED,28490
Hyundai,10.0,2024,A,NEW,27999
Tesla,17101.0,2022,A,USED,59990
Volvo,81000.0,2019,A,USED,48900
Kia,11089.0,2023,A,USED,38195
Ford,18900.0,2019,A,USED,53005
Subaru,10.0,2024,A,NEW,44895
GMC,6.0,2024,A,NEW,51099
Audi,57958.0,2021,A,USED,53150
Acura,5.0,2024,A,NEW,61430
Volkswagen,10.0,2024,M,NEW,33395
Ram,14398.0,2022,A,USED,51940
Subaru,10.0,2024,A,NEW,42595
Ram,92.0,2023,A,NEW,67845
Ford,97052.0,2020,A,USED,44869
Volkswagen,60659.0,2021,A,USED,50995
Chevrolet,30.0,2024,A,NEW,52249
Dodge,23.0,2024,A,NEW,55995
Ford,2.0,2024,A,NEW,67225
BMW,18675.0,2020,A,USED,41900
Nissan,11.0,2024,A,NEW,49298
Chevrolet,90003.0,2020,A,USED,39098
Dodge,22.0,2024,A,NEW,88270
Ford,48168.77220551646,2024,A,NEW,43195
Volvo,10.0,2024,A,NEW,51650
Lincoln,198500.0,2010,A,USED,70800
Ford,127475.0,2019,A,USED,59399
GMC,218000.0,2018,A,USED,82875
Ford,10.0,2024,A,NEW,38995
Ram,48168.77220551646,2024,A,NEW,83570
Ram,117765.0,2019,A,USED,51715
Volkswagen,15.0,2024,A,NEW,41795
Hyundai,36.0,2024,A,NEW,43599
Lexus,74122.0,2021,A,USED,53300
Ford,15.0,2024,A,NEW,48500
GMC,10875.0,2023,A,USED,64503
GMC,17.0,2024,A,NEW,51799
Honda,25.0,2024,A,NEW,55940
Volkswagen,9.0,2024,A,NEW,38495
Ram,30.0,2024,A,NEW,84920
Subaru,5.0,2024,A,NEW,32195
Ford,208313.0,2013,A,USED,33799
Mazda,48168.77220551646,2024,A,NEW,36100
Hyundai,35.0,2024,A,NEW,38499
Volkswagen,77226.0,2021,A,USED,37145
Honda,6.0,2024,A,NEW,37925
Kia,48168.77220551646,2024,A,NEW,39395
Genesis,55032.0,2020,A,USED,58000
Ram,45197.0,2021,A,USED,61345
Volkswagen,12.0,2024,A,NEW,54495
Kia,55362.0,2022,A,USED,18595
Hyundai,25.0,2024,A,NEW,38499
Alfa Romeo,90.0,2024,A,NEW,95445
BMW,18742.0,2022,A,USED,53150
Ford,135670.0,2017,A,USED,76499
Subaru,48168.77220551646,2024,A,NEW,33995
Nissan,46610.0,2021,A,USED,35498
Ford,139485.0,2019,A,USED,47049
Ford,84266.0,2017,A,USED,29398
Ram,35.0,2024,A,NEW,57020
Chevrolet,167600.0,2013,A,USED,19335
Chevrolet,26024.0,2022,A,USED,28198
Ford,11.0,2024,A,NEW,92815
Honda,120753.0,2018,A,USED,35690
Honda,300.0,2024,A,NEW,37925
Chrysler,48168.77220551646,2024,A,NEW,54820
Ram,19.0,2024,A,NEW,70020
Ford,81676.0,2017,A,USED,52499
Nissan,24.0,2024,A,NEW,26948
Dodge,69038.0,2019,A,USED,46245
Volvo,72230.0,2020,A,USED,71250
Hyundai,48168.77220551647,2024,A,USED,36699
Ford,20.0,2024,A,NEW,67225
Nissan,110711.0,2021,A,USED,28998
Chrysler,176245.0,2019,A,USED,42745
Acura,48060.0,2018,A,USED,48390
Kia,100195.0,2020,A,USED,31695
Ford,23.0,2024,A,NEW,92815
Ram,55.0,2024,A,NEW,70720
Jaguar,19850.0,2023,A,USED,66050
Mitsubishi,122890.0,2014,A,USED,51998
GMC,4500.0,2024,A,NEW,87299
GMC,115000.0,2019,A,USED,64900
Nissan,5292.0,2023,A,USED,22798
Subaru,10.0,2024,A,NEW,38295
GMC,53498.0,2020,A,USED,33498
Kia,3849.0,2022,M,USED,18295
Jeep,29.0,2024,A,NEW,37270
Volkswagen,10.0,2024,A,NEW,56395
Ford,12.0,2024,A,NEW,71000
Jeep,91099.0,2021,A,USED,60090
Ram,20456.0,2022,A,USED,51940
BMW,64970.0,2021,A,USED,43750
Ford,1.0,2024,A,NEW,90845
Chevrolet,15.0,2024,A,NEW,28699
Hyundai,104943.0,2021,A,USED,36399
GMC,48168.77220551646,2024,A,NEW,103299
Toyota,23.0,2024,A,NEW,33150
GMC,3306.0,2024,A,NEW,37895
Chevrolet,8.0,2024,A,NEW,32999
Chevrolet,85441.0,2019,A,USED,45500
Ram,163737.0,2019,A,USED,64295
Chevrolet,13605.0,2023,A,USED,79003
Acura,51922.0,2020,A,USED,50790
Hyundai,30.0,2024,A,NEW,49999
Subaru,31839.0,2021,A,USED,39195
Ram,25.0,2024,A,NEW,68670
Honda,8409.0,2024,A,USED,49775
Chevrolet,21.0,2024,A,NEW,63999
Toyota,247883.0,2009,A,USED,45785
Volkswagen,505.0,2024,A,NEW,60495
Volkswagen,51.0,2024,A,NEW,57495
Ford,86410.0,2020,A,USED,52199
Nissan,57180.0,2018,A,USED,37498
Mazda,171007.0,2011,M,USED,18690
Volkswagen,16.0,2024,A,NEW,41795
Toyota,51586.0,2021,A,USED,44070
Jaguar,27428.0,2023,A,USED,101400
Jeep,51.0,2023,A,NEW,49290
Jeep,217986.0,2016,A,USED,32595
Jeep,15.0,2024,A,NEW,63045
Ford,48168.77220551646,2024,A,NEW,43449
Ford,16558.0,2022,A,USED,28599
Ford,71040.0,2022,A,USED,43099
