make,mileage,model_year,transmission_from_vin,stock_type,msrp
Mercedes-Benz,48989.0,2020,A,USED,48800
Ram,79.0,2023,A,NEW,59040
Jeep,20.0,2024,A,NEW,40170
Volkswagen,5623.0,2023,A,USED,49895
Chevrolet,15.0,2024,A,NEW,67199
BMW,86309.0,2022,A,USED,74900
Mercedes-Benz,9200.0,2023,A,NEW,58600
Chevrolet,149183.0,2020,A,USED,46198
Nissan,15.0,2024,A,NEW,58098
Ford,35000.0,2022,A,USED,86745
Chevrolet,40.0,2024,A,NEW,53499
GMC,10.0,2024,A,NEW,56399
Jeep,75006.0,2021,A,USED,36095
Chevrolet,102462.0,2019,A,USED,39100
Mitsubishi,48168.77220551646,2024,A,NEW,44398
Nissan,92000.0,2016,A,USED,30548
Nissan,75.0,2024,A,NEW,53898
Dodge,26390.0,2023,A,USED,67695
Ford,218079.0,2017,A,USED,54449
Nissan,48168.77220551646,2024,A,NEW,22098
Ford,46.0,2024,A,NEW,69995
Jeep,25.0,2024,A,NEW,44270
Hyundai,44612.0,2022,A,USED,24999
Audi,31153.0,2019,A,USED,74800
Kia,175498.0,2017,A,USED,27995
Volkswagen,10.0,2024,A,NEW,45495
Mitsubishi,10.0,2024,A,NEW,16998
GMC,15.0,2024,A,NEW,66699
Jeep,8564.0,2023,A,USED,90995
Mazda,21357.0,2021,A,USED,33900
Ford,14.0,2023,A,NEW,59995
GMC,4.0,2024,A,NEW,66399
Tesla,63642.0,2019,A,USED,65990
Volkswagen,10.0,2024,A,NEW,41795
Kia,77.0,2024,A,NEW,58495
Subaru,50000.0,2021,A,USED,29995
Ford,48168.77220551646,2024,A,NEW,64590
Ram,48168.77220551646,2024,A,NEW,68670
GMC,9469.0,2024,A,USED,34945
GMC,15.0,2024,A,NEW,87299
Nissan,149558.0,2017,A,USED,27108
Jeep,100010.0,2016,A,USED,27495
Ford,69000.0,2021,A,USED,40249
Volkswagen,90.0,2024,M,NEW,48895
Dodge,55.0,2024,A,NEW,55995
Hyundai,23.0,2024,A,NEW,49999
Mazda,10.0,2024,A,NEW,46750
GMC,13.0,2024,A,NEW,87299
Ram,65789.0,2021,A,USED,53115
Jeep,49348.0,2021,A,USED,51845
Mazda,61014.0,2021,A,USED,48850
Volkswagen,86947.0,2021,A,USED,31995
Nissan,177745.0,2017,A,USED,65800
Ford,12.0,2024,A,NEW,71000
Hyundai,18.0,2024,A,NEW,54699
Hyundai,111950.0,2017,A,USED,44599
Ford,81389.0,2020,A,USED,46719
Dodge,16379.0,2020,A,USED,54445
Jeep,48168.77220551646,2024,A,NEW,43670
Nissan,48168.77220551646,2023,A,NEW,43248
Nissan,48168.77220551646,2024,A,NEW,23398
Mitsubishi,133006.0,2017,A,USED,28698
Jeep,45.0,2024,A,NEW,43770
Nissan,15.0,2024,A,NEW,22098
Kia,48168.77220551647,2024,A,USED,47975
Ford,100.0,2024,A,NEW,76295
Nissan,48168.77220551646,2024,A,NEW,34498
GMC,54956.0,2022,A,USED,35598
Nissan,89860.0,2019,A,USED,45598
Toyota,48168.77220551646,2024,A,NEW,33150
Jeep,16.0,2024,A,NEW,44270
Ford,148000.0,2017,A,USED,35899
Hyundai,45300.0,2023,A,USED,47999
Ford,34848.0,2023,A,USED,106285
Honda,10.0,2024,A,NEW,49775
Chevrolet,259227.0,2017,A,USED,34870
Kia,58.0,2024,A,NEW,37295
Nissan,2500.0,2023,A,NEW,38898
Ford,63038.0,2020,A,USED,38329
Toyota,77266.0,2021,A,USED,21950
GMC,2.0,2024,A,NEW,84499
Jeep,50755.0,2022,A,USED,85995
Hyundai,29506.0,2023,A,USED,56799
Volkswagen,10.0,2024,A,NEW,41795
Nissan,7.0,2024,A,NEW,25648
Audi,13.0,2024,A,NEW,75115
Kia,76798.0,2018,A,USED,18595
Chevrolet,214666.0,2014,A,USED,30495
Kia,26800.0,2022,A,USED,50795
Honda,75197.0,2019,A,USED,27990
Mitsubishi,45167.0,2020,A,USED,43998
Ford,53213.0,2022,A,USED,53605
Buick,54250.0,2019,A,USED,30200
Nissan,48168.77220551646,2024,A,NEW,33648
Jeep,48168.77220551646,2024,A,NEW,43670
Hyundai,7.0,2024,A,NEW,34199
Honda,133559.0,2017,M,USED,29390
Ram,22.0,2024,A,NEW,68670
Buick,10.0,2024,A,NEW,33299
GMC,15.0,2024,A,NEW,81399
Nissan,11.0,2024,A,NEW,39548
Chevrolet,15.0,2024,A,NEW,61199
Ford,68.0,2024,A,NEW,64590
Dodge,67326.0,2022,A,USED,54645
Hyundai,164536.0,2017,A,USED,33099
Honda,25.0,2024,A,NEW,30750
Hyundai,65610.0,2023,A,USED,30199
Jeep,19.0,2024,A,NEW,43670
Jaguar,63702.0,2018,A,USED,113500
GMC,11.0,2024,A,NEW,131199
Ford,60.0,2023,A,NEW,59125
Jaguar,159502.0,2017,A,USED,66400
Ford,64215.0,2021,A,USED,39249
Ford,129.0,2024,A,NEW,67225
Jeep,48168.77220551646,2024,A,NEW,66995
Mitsubishi,5.0,2024,A,NEW,57498
Jeep,10.0,2024,A,NEW,63045
Kia,86000.0,2019,A,USED,25065
Dodge,37836.0,2010,A,USED,46995
Nissan,252944.0,2011,A,USED,26648
Kia,6440.0,2023,A,USED,50395
Nissan,128856.0,2017,A,USED,41478
Nissan,76639.0,2019,A,USED,68498
Chevrolet,1406.0,2024,A,NEW,63999
GMC,7.0,2024,A,NEW,66699
Honda,15.0,2024,A,NEW,42075
Hyundai,16.0,2024,A,NEW,54999
Mini,108646.0,2017,M,USED,23240
Jeep,87117.0,2017,A,USED,36245
Lincoln,26.0,2023,A,NEW,73400
GMC,48168.77220551646,2024,A,NEW,103299
Mercedes-Benz,72552.0,2016,A,USED,77600
Toyota,66813.0,2021,A,USED,39050
Acura,5500.0,2023,A,USED,52000
GMC,15.0,2023,A,NEW,54898
Hyundai,136103.0,2016,A,USED,31549
Chrysler,101222.0,2016,A,USED,23645
Kia,40.0,2024,A,NEW,33495
Toyota,48168.77220551646,2024,A,NEW,48790
Nissan,15.0,2024,A,NEW,58098
Buick,93887.0,2019,A,USED,33500
Jeep,48168.77220551646,2024,A,NEW,37270
Hyundai,135077.0,2017,A,USED,34649
Jeep,27.0,2024,A,NEW,73270
Subaru,93808.0,2016,M,USED,32795
Chevrolet,15.0,2024,A,NEW,81399
Volkswagen,12.0,2024,A,NEW,33995
GMC,117272.0,2020,A,USED,62298
GMC,15.0,2024,A,NEW,42845
Toyota,66585.0,2022,A,USED,50290
Honda,202294.0,2016,A,USED,22590
Jeep,79518.0,2022,A,USED,48640
GMC,15.0,2024,A,NEW,87599
Mazda,289220.0,2011,A,USED,45595
Ford,5.0,2024,A,NEW,64590
Acura,49690.0,2017,A,USED,44790
Volkswagen,11.0,2024,A,NEW,41795
Ford,48168.77220551646,2023,A,NEW,72150
GMC,50.0,2024,A,NEW,66699
Jeep,140233.0,2017,A,USED,45240
Jeep,48168.77220551646,2024,A,NEW,44270
Honda,78055.0,2021,A,USED,32350
Infiniti,98003.0,2022,A,USED,60998
Mercedes-Benz,88262.0,2021,A,USED,94500
Nissan,40661.0,2022,A,USED,31298
Ford,84008.0,2019,A,USED,81799
Ram,28.0,2024,A,NEW,54670
Hyundai,10.0,2024,A,NEW,27999
Volvo,91180.0,2020,A,USED,84100
Ford,65827.0,2021,A,USED,51639
Ford,12.0,2023,A,NEW,73995
Chevrolet,82926.0,2018,A,USED,38995
Mercedes-Benz,94691.0,2017,A,USED,37500
Ram,110614.0,2020,A,USED,51370
Nissan,48168.77220551646,2024,A,NEW,39548
Kia,48168.77220551646,2024,A,NEW,59395
Ford,49184.0,2022,A,USED,56930
Mercedes-Benz,42929.0,2021,A,USED,42400
Honda,85036.0,2019,A,USED,31800
BMW,90.0,2024,A,NEW,64990
Ram,21.0,2024,A,NEW,75650
Mazda,46198.0,2021,A,USED,37800
Subaru,43006.0,2020,A,USED,38195
Hyundai,134896.0,2017,A,USED,20349
Chevrolet,7.0,2024,A,NEW,86699
Kia,52147.0,2022,A,USED,48095
Dodge,13430.0,2023,A,USED,67695
Hyundai,48168.77220551646,2024,A,NEW,23799
Nissan,15.0,2024,A,NEW,33648
Nissan,15.0,2024,A,NEW,37398
Chevrolet,19508.0,2023,A,USED,41103
Volkswagen,18.0,2024,A,NEW,57995
Volkswagen,18056.0,2023,A,USED,33995
Toyota,48168.77220551646,2024,A,NEW,56750
Mazda,92182.0,2021,A,USED,31650
Kia,87183.0,2021,A,USED,27795
Ford,100.0,2024,A,NEW,45505
Jeep,48168.77220551646,2023,A,NEW,46795
Ford,48168.77220551646,2024,A,NEW,43195
Ford,48168.77220551646,2024,A,NEW,59995
Chrysler,174422.0,2015,A,USED,43095
Mitsubishi,108426.0,2015,M,USED,12498
Volkswagen,18.0,2024,A,NEW,57995
Alfa Romeo,90.0,2024,A,NEW,46495
Toyota,207787.0,2012,A,USED,27500
Jeep,26.0,2024,A,NEW,63770
Toyota,45987.0,2019,A,USED,30690
Chevrolet,65725.0,2018,A,USED,21695
GMC,15.0,2024,A,NEW,42845
Mitsubishi,48168.77220551646,2024,A,NEW,57498
Dodge,48168.77220551646,2024,A,NEW,58770
Kia,72483.0,2021,A,USED,32695
Lexus,19974.0,2022,A,USED,47400
GMC,120532.0,2018,A,USED,41800
GMC,26.0,2024,A,NEW,87599
Ram,91612.0,2021,A,USED,74195
Honda,193261.0,2018,A,USED,25390
Mitsubishi,74477.0,2020,A,USED,29998
Mitsubishi,188000.0,2010,A,USED,25498
Ram,22.0,2024,A,NEW,68670
Volkswagen,90452.0,2022,A,USED,32995
Volkswagen,15.0,2024,A,NEW,37995
Hyundai,25128.0,2023,A,USED,29199
Lexus,65448.0,2021,A,USED,56150
Ram,15.0,2024,A,NEW,60520
Nissan,48168.77220551646,2024,A,NEW,58098
Mazda,145450.0,2019,A,USED,32750
Hyundai,48168.77220551646,2024,A,NEW,53499
Ford,83817.0,2022,A,USED,47449
Hyundai,13.0,2024,A,NEW,43599
Ram,19.0,2024,A,NEW,70020
Nissan,52.0,2024,A,NEW,25648
Ram,78809.0,2020,A,USED,51095
Nissan,15.0,2024,A,NEW,22098
Audi,16000.0,2023,A,USED,55800
Jeep,56293.0,2021,A,USED,36095
Jeep,20.0,2024,A,NEW,61045
Volkswagen,90.0,2024,A,NEW,31595
Ram,137002.0,2018,A,USED,52095
Ram,82911.0,2018,A,USED,52695
Lincoln,3349.0,2024,A,NEW,49000
Nissan,7.0,2024,A,NEW,33648
Hyundai,7687.0,2023,A,USED,56799
Nissan,11.0,2024,A,NEW,42848
Ford,2.0,2024,A,NEW,53705
Ford,305.0,2024,A,NEW,67225
Ram,38798.0,2022,A,USED,56535
Honda,61400.0,2020,A,USED,37790
Toyota,95480.0,2021,A,USED,36750
Hyundai,67411.0,2019,A,USED,32499
Volkswagen,17.0,2024,A,NEW,45495
Jeep,80571.0,2019,A,USED,32745
Chevrolet,51536.0,2010,M,USED,37065
Volkswagen,186251.0,2013,A,USED,28940
Cadillac,34624.0,2022,A,USED,43298
Chevrolet,15036.0,2023,A,USED,41103
Chrysler,70894.0,2022,A,USED,52145
Buick,67108.0,2019,A,USED,28200
Dodge,39.0,2024,A,NEW,43995
Kia,159.0,2024,A,NEW,38395
Chevrolet,20655.0,2023,A,USED,64003
GMC,16.0,2024,A,NEW,89799
Buick,35.0,2024,A,NEW,26999
Jeep,81941.0,2017,A,USED,51995
Kia,143.0,2024,A,NEW,27195
Kia,48168.77220551646,2023,A,NEW,23795
Cadillac,73011.0,2018,A,USED,109085
Lexus,74935.0,2020,A,USED,44350
Ford,69.0,2023,A,NEW,73995
Hyundai,11.0,2023,A,NEW,48299
Ford,48168.77220551646,2023,A,NEW,59995
Ford,95015.0,2021,A,USED,37749
Jeep,6001.0,2023,A,USED,37695
Chevrolet,5.0,2024,A,NEW,59499
Jeep,19.0,2024,A,NEW,59045
Cadillac,131046.0,2019,A,USED,51295
Ford,93416.0,2022,A,USED,47449
Mitsubishi,22835.0,2020,M,USED,12298
Hyundai,62968.0,2021,A,USED,53149
Ram,162142.0,2019,A,USED,47795
Honda,110107.0,2019,M,USED,25790
Chevrolet,16.0,2024,A,NEW,54799
Ford,18.0,2024,A,NEW,67225
Mercedes-Benz,90.0,2024,A,NEW,90100
GMC,8.0,2024,A,NEW,103299
Chevrolet,76552.0,2022,A,USED,30998
Ford,139851.0,2016,A,USED,42849
Nissan,40000.0,2022,A,USED,21198
Ram,74.0,2023,A,NEW,100795
Ram,31.0,2024,A,NEW,68670
Kia,73824.0,2018,M,USED,14795
Chevrolet,21820.0,2016,A,USED,69395
Ford,163996.0,2016,A,USED,28699
Ram,18.0,2024,A,NEW,68670
Ram,131550.0,2017,A,USED,45595
Volkswagen,46.0,2024,A,NEW,50295
Ram,15.0,2024,A,NEW,54665
Subaru,68678.0,2021,A,USED,31395
Ford,48168.77220551646,2024,A,NEW,67225
BMW,58741.0,2020,A,USED,61850
Nissan,48935.0,2019,A,USED,39398
Volkswagen,90.0,2023,A,NEW,55495
GMC,4.0,2024,A,NEW,93199
Subaru,25055.0,2020,A,USED,42195
Mercedes-Benz,33554.0,2021,A,USED,42400
Ford,79317.0,2018,A,USED,72149
Ram,71.0,2024,A,NEW,75650
Ram,11.0,2024,A,NEW,82570
Ford,57297.0,2020,A,USED,35049
Kia,51895.0,2022,A,USED,19895
Ram,48168.77220551646,2023,A,NEW,67245
Hyundai,84519.0,2020,A,USED,27099
Jeep,15.0,2024,A,NEW,48770
Kia,4738.0,2023,A,NEW,36495
Chevrolet,189962.0,2018,A,USED,44190
Ram,55.0,2024,A,NEW,68670
Kia,589.0,2024,A,NEW,47975
Dodge,22.0,2023,A,NEW,67695
Ford,93549.0,2017,A,USED,29399
Hyundai,10.0,2024,A,NEW,34199
Dodge,22.0,2023,A,NEW,49295
Nissan,49000.0,2022,A,USED,46998
Honda,126729.0,2021,A,USED,25700
Ford,135063.0,2017,A,USED,45099
GMC,172460.0,2016,A,USED,67220
Jeep,78920.0,2017,A,USED,30290
Chevrolet,5.0,2024,A,NEW,63799
Mercedes-Benz,6.0,2023,A,NEW,58600
Honda,33741.0,2019,A,USED,50690
Hyundai,16.0,2024,A,NEW,23799
Toyota,48168.77220551646,2024,A,NEW,60450
GMC,48168.77220551646,2024,A,NEW,51799
Mercedes-Benz,127975.0,2013,A,USED,39990
Volkswagen,90.0,2024,A,NEW,37995
Ford,12.0,2023,A,NEW,80000
Dodge,20.0,2024,A,NEW,69970
GMC,6.0,2024,A,NEW,103299
Volkswagen,23.0,2024,A,NEW,57495
Mercedes-Benz,21750.0,2022,A,USED,73600
Hyundai,7.0,2024,A,NEW,62099
Chrysler,221487.0,2014,A,USED,34295
Ford,91719.0,2020,A,USED,46719
Ford,75.0,2024,A,NEW,64590
GMC,200.0,2024,A,NEW,66699
Chevrolet,15.0,2024,A,NEW,32999
Nissan,16.0,2024,A,NEW,27198
Subaru,16317.0,2020,M,USED,31895
GMC,5.0,2024,A,NEW,63199
Nissan,69977.0,2021,A,USED,34598
GMC,4.0,2024,A,NEW,42845
Jeep,15.0,2024,A,NEW,43770
Honda,48168.77220551646,2024,M,NEW,37630
Honda,11.0,2024,A,NEW,58170
Ford,13.0,2024,A,NEW,88039
Nissan,160861.0,2015,M,USED,35998
Dodge,180000.0,2014,A,USED,33795
Chrysler,60044.0,2021,A,USED,39995
Ford,14.0,2023,A,NEW,59995
Mercedes-Benz,6.0,2023,A,NEW,80900
GMC,15.0,2024,A,NEW,46199
Jeep,108736.0,2016,A,USED,30395
Toyota,66798.0,2022,A,USED,51990
GMC,10.0,2024,A,NEW,42845
Volkswagen,29.0,2024,A,NEW,57495
Dodge,95238.0,2019,A,USED,37895
Ford,15.0,2024,A,NEW,67225
Volkswagen,17.0,2024,A,NEW,45495
Ford,81445.0,2019,A,USED,50399
Nissan,70.0,2024,A,NEW,24698
Chevrolet,211490.0,2015,A,USED,35035
Toyota,47952.0,2022,A,USED,54670
Chevrolet,12.0,2023,A,NEW,80998
Ford,48168.77220551646,2024,A,NEW,71000
GMC,10.0,2024,A,NEW,71999
Buick,64378.0,2022,A,USED,61098
Ford,156742.0,2010,A,USED,39299
Dodge,105000.0,2013,A,USED,15995
Hyundai,67622.0,2021,A,USED,21899
Acura,120187.0,2016,A,USED,41990
Ram,74.0,2023,A,NEW,59040
Ford,95582.0,2021,A,USED,45669
Nissan,15.0,2024,A,NEW,33648
Chevrolet,5.0,2024,A,NEW,35845
Mazda,48168.77220551646,2024,A,NEW,39950
Audi,56500.0,2020,A,USED,53000
Infiniti,109263.0,2019,A,USED,96500
Volkswagen,20.0,2024,A,NEW,60495
Kia,29.0,2024,A,NEW,55395
Audi,88748.0,2020,A,USED,53000
Hyundai,28438.0,2019,A,USED,44999
Volkswagen,15.0,2024,A,NEW,31595
Hyundai,5406.0,2021,A,USED,46199
Jeep,21.0,2024,A,NEW,95920
Ford,82171.0,2022,A,USED,33199
Ford,10.0,2024,A,NEW,69995
Nissan,24.0,2024,M,NEW,27448
Ram,108902.0,2020,A,USED,75695
Ram,48168.77220551646,2024,A,NEW,79175
Toyota,53423.0,2023,A,USED,45590
Chevrolet,155374.0,2021,A,USED,50398
Kia,24.0,2024,A,NEW,45595
Chevrolet,189962.0,2018,A,USED,44190
Ram,8.0,2024,A,NEW,68670
Ford,5.0,2024,A,NEW,40535
Infiniti,79798.0,2019,A,USED,48990
Mini,88030.0,2014,A,USED,29900
Cadillac,3054.0,2024,A,NEW,67499
Ford,10.0,2024,A,NEW,46550
Ford,80181.0,2021,A,USED,59699
Toyota,48168.77220551646,2024,A,NEW,38790
Ford,48168.77220551646,2023,A,NEW,46149
Cadillac,124121.0,2017,A,USED,96290
Volkswagen,92829.0,2019,A,USED,39575
Honda,93665.0,2019,A,USED,31390
Toyota,11394.0,2017,A,USED,30780
Ford,91371.0,2019,A,USED,45799
Ford,2.0,2024,A,NEW,103610
GMC,48168.77220551647,2024,A,USED,66399
Jeep,10.0,2024,A,NEW,65045
Lexus,34409.0,2021,A,USED,70200
Jeep,43422.0,2021,A,USED,67095
GMC,36756.0,2022,A,USED,56248
Chevrolet,48168.77220551647,2024,A,USED,60999
Volkswagen,37073.0,2023,A,USED,33995
Ram,25.0,2023,A,NEW,54645
Nissan,39622.0,2021,A,USED,40798
Honda,69672.0,2020,A,USED,25290
Volkswagen,14.0,2023,A,NEW,27695
Ford,132782.0,2014,A,USED,18799
Lincoln,19.0,2024,A,NEW,53500
GMC,152336.0,2017,A,USED,74195
Lexus,170806.0,2016,A,USED,62700
Hyundai,10.0,2024,A,NEW,54699
Chevrolet,48168.77220551646,2024,A,NEW,61899
Ram,22.0,2024,A,NEW,75650
Jeep,21.0,2023,A,NEW,55490
Honda,56066.0,2022,A,USED,37170
Cadillac,49750.0,2019,A,USED,42795
BMW,31500.0,2021,A,USED,74900
Chevrolet,400.0,2024,A,NEW,67199
Ram,42.0,2023,A,NEW,59040
Volkswagen,15537.0,2022,A,USED,43695
Kia,37653.0,2022,A,USED,48095
Ram,25.0,2023,A,NEW,59040
GMC,247201.0,2012,A,USED,37270
Hyundai,15.0,2024,A,NEW,38499
Volkswagen,51648.0,2020,A,USED,25745
Lexus,48168.77220551646,2024,A,NEW,53250
Mitsubishi,72750.0,2019,A,USED,38398
Volkswagen,74418.0,2023,A,USED,54995
Kia,49779.0,2022,M,USED,17395
Nissan,12.0,2024,M,NEW,27448
Mini,48168.77220551646,2024,A,NEW,43590
Ram,103089.0,2021,A,USED,61045
Ram,76952.0,2018,A,USED,63695
Dodge,95714.0,2021,A,USED,41895
GMC,15.0,2024,A,NEW,63199
GMC,6114.0,2024,A,USED,81399
Jeep,117708.0,2018,A,USED,45745
Mitsubishi,56621.0,2020,A,USED,28298
Dodge,18.0,2024,A,NEW,58770
Hyundai,26.0,2024,A,NEW,30499
Dodge,902.0,2023,A,NEW,52740
Chevrolet,127489.0,2020,A,USED,44398
GMC,7.0,2024,A,NEW,39245
Mercedes-Benz,61799.0,2018,A,USED,45900
Mitsubishi,80151.0,2022,A,USED,28598
Dodge,26.0,2024,A,NEW,50495
Jeep,1826.0,2023,A,NEW,42895
Lexus,43565.0,2022,A,USED,57250
Chevrolet,18254.0,2017,A,USED,76295
GMC,5.0,2024,A,NEW,64499
Chevrolet,82650.0,2021,A,USED,16098
GMC,92635.0,2022,A,USED,62948
Lexus,90.0,2024,A,NEW,57400
Ram,113408.0,2021,A,USED,61445
Mazda,10.0,2024,A,NEW,59950
GMC,93769.0,2020,A,USED,53198
Mini,53308.0,2020,A,USED,31690
Hyundai,14177.0,2023,A,USED,26699
Dodge,48168.77220551646,2024,A,NEW,69970
Volkswagen,94289.0,2019,A,USED,37545
Mitsubishi,5.0,2024,A,NEW,32898
Ford,13.0,2024,A,NEW,38995
Nissan,204861.0,2014,A,USED,37698
BMW,67997.0,2022,A,USED,77500
Volkswagen,77550.0,2021,A,USED,50295
Chevrolet,48168.77220551646,2024,A,NEW,48199
Mazda,10.0,2024,A,NEW,64350
Volkswagen,55.0,2024,A,NEW,37995
GMC,10.0,2024,A,NEW,42845
Nissan,5.0,2024,A,NEW,20298
GMC,140.0,2024,A,NEW,42845
GMC,48168.77220551646,2024,A,NEW,87299
Subaru,48168.77220551646,2024,A,NEW,42595
Subaru,10.0,2024,A,NEW,28995
Jeep,20.0,2024,A,NEW,61045
Chevrolet,71350.0,2017,A,USED,71350
Chevrolet,91050.0,2018,A,USED,24295
Ram,65433.0,2019,A,USED,62495
Hyundai,55244.0,2022,A,USED,32049
Mitsubishi,15.0,2024,A,NEW,55198
Chevrolet,1210.0,2024,A,USED,48199
Honda,82988.0,2018,M,USED,19590
Jeep,21.0,2024,A,NEW,73945
Jeep,85.0,2024,A,NEW,63045
Volkswagen,10.0,2024,A,NEW,56395
Jeep,15.0,2024,A,NEW,72465
Ram,48168.77220551646,2024,A,NEW,68670
Volkswagen,82376.0,2021,A,USED,22995
Ford,84320.0,2016,A,USED,34599
Subaru,7732.0,2023,A,USED,39595
Honda,92944.0,2021,A,USED,23400
Honda,48757.0,2020,A,USED,22990
Audi,188000.0,2011,A,USED,59900
Ram,153254.0,2018,A,USED,54695
Ford,110808.0,2014,A,USED,29199
Toyota,48588.0,2022,A,USED,47460
BMW,146308.0,2013,A,USED,47400
Volkswagen,11.0,2024,A,NEW,60495
Mazda,10.0,2024,A,NEW,39950
Honda,96934.0,2018,A,USED,29890
GMC,23.0,2024,A,NEW,56099
Jeep,32.0,2023,A,NEW,94495
Honda,21.0,2024,A,NEW,37925
Dodge,24.0,2024,A,NEW,50495
Nissan,180855.0,2016,A,USED,26648
Ford,83290.0,2021,A,USED,32149
Lexus,371348.0,2012,A,USED,77800
Jeep,3880.0,2024,A,NEW,59270
Toyota,115001.0,2019,A,USED,35090
Ram,138565.0,2018,A,USED,54695
Mazda,35000.0,2021,A,USED,28850
Ram,15.0,2023,A,NEW,65795
Toyota,48168.77220551646,2024,A,NEW,38790
GMC,15.0,2024,A,NEW,66699
BMW,9613.0,2023,A,USED,57900
Ford,50249.0,2020,A,USED,40799
Ford,28.0,2024,A,NEW,91039
Jeep,20.0,2024,A,NEW,48265
Toyota,2.0,2024,A,NEW,36850
Hyundai,125100.0,2015,A,USED,29449
Hyundai,154618.0,2021,A,USED,28099
BMW,90.0,2024,A,NEW,70500
Mercedes-Benz,6.0,2024,A,NEW,63350
Subaru,5.0,2024,A,NEW,36995
Ram,48168.77220551646,2023,A,NEW,102795
Honda,6164.0,2024,A,USED,45000
Chevrolet,57.0,2024,A,NEW,52449
GMC,31229.0,2021,A,USED,63198
Toyota,65530.0,2019,A,USED,33690
Kia,103018.0,2021,A,USED,27695
Ram,15.0,2024,A,NEW,67070
Ram,48168.77220551646,2024,A,NEW,70020
Volkswagen,10.0,2024,A,NEW,50295
Honda,30.0,2024,M,NEW,37630
Chevrolet,142851.0,2014,A,USED,21395
Kia,65245.0,2021,M,USED,17295
Ford,2.0,2024,A,NEW,100740
Mazda,48168.77220551646,2024,A,NEW,36100
Nissan,15.0,2024,A,NEW,58098
Cadillac,6.0,2024,A,NEW,80894
GMC,25935.0,2022,A,USED,35598
Chrysler,62315.0,2022,A,USED,54645
Chevrolet,28.0,2023,A,NEW,26198
BMW,90.0,2024,A,NEW,79900
Hyundai,156656.0,2018,A,USED,33099
Ford,121748.0,2018,A,USED,37199
GMC,81573.0,2022,A,USED,32998
Kia,48168.77220551646,2024,A,NEW,30195
Toyota,52357.0,2018,A,USED,45650
Toyota,48168.77220551646,2024,A,NEW,60810
Jeep,19.0,2024,A,NEW,37270
Ford,210948.0,2017,A,USED,29399
Honda,44.0,2024,A,NEW,44275
Honda,25997.0,2022,A,USED,37470
Honda,79389.0,2020,A,USED,25290
Audi,15.0,2024,A,NEW,81915
Mitsubishi,81736.0,2021,A,USED,28198
Nissan,72843.0,2016,A,USED,119500
Hyundai,52831.0,2019,A,USED,28999
Jeep,107229.0,2015,A,USED,60145
Dodge,106627.0,2017,A,USED,36945
Mitsubishi,100.0,2024,A,NEW,16998
Ram,48191.0,2021,A,USED,50620
Ford,10.0,2024,A,NEW,54400
Hyundai,79.0,2024,A,NEW,43999
GMC,4.0,2024,A,NEW,87299
GMC,15.0,2024,A,NEW,66699
Nissan,53861.0,2019,A,USED,37298
Cadillac,8.0,2024,A,NEW,85194
GMC,5.0,2024,A,NEW,63199
Ram,7.0,2024,A,NEW,70720
Kia,13040.0,2023,A,USED,28295
Jeep,23.0,2023,A,NEW,56285
Chrysler,48168.77220551646,2024,A,NEW,58820
Chevrolet,82650.0,2021,A,USED,16098
Nissan,102.0,2024,A,NEW,42698
Hyundai,68694.0,2022,A,USED,22099
GMC,1.0,2024,A,NEW,157598
Cadillac,6.0,2024,A,NEW,48899
Ford,160419.0,2018,A,USED,42199
GMC,3050.0,2024,A,NEW,89699
Chevrolet,5.0,2024,A,NEW,47999
Chevrolet,19.0,2024,A,NEW,63799
Nissan,15.0,2024,A,NEW,53898
Ford,10.0,2024,A,NEW,46999
Nissan,205941.0,2012,A,USED,25298
Toyota,101001.0,2017,A,USED,21190
Audi,3785.0,2022,A,NEW,180850
Ford,38305.0,2021,A,USED,40249
Chevrolet,21832.0,2023,A,USED,87403
Hyundai,26924.0,2021,A,USED,47499
Subaru,5.0,2024,A,NEW,32195
Jeep,15.0,2024,A,NEW,51770
Ram,48168.77220551646,2024,A,NEW,49070
Jeep,49855.0,2021,A,USED,44090
Audi,48168.77220551646,2024,A,NEW,72915
Ford,160768.0,2013,A,USED,39099
BMW,119082.0,2017,A,USED,39500
Mitsubishi,48168.77220551646,2024,A,NEW,35798
Volkswagen,511.0,2023,A,NEW,55495
Chevrolet,149105.0,2016,M,USED,22240
Nissan,48168.77220551646,2024,A,NEW,28548
GMC,15.0,2024,A,NEW,95599
GMC,21732.0,2022,A,USED,40948
Ford,73109.0,2014,A,USED,51899
Ford,33.0,2024,A,NEW,106500
Ram,17.0,2024,A,NEW,68670
Nissan,15.0,2023,A,NEW,43248
Ram,17.0,2024,A,NEW,68670
Jeep,132800.0,2016,A,USED,25095
Chevrolet,30.0,2024,A,NEW,70099
Honda,99460.0,2017,A,USED,45690
Kia,60.0,2024,A,NEW,26195
Hyundai,48209.0,2021,A,USED,28299
Ford,48168.77220551646,2024,A,NEW,35649
Kia,234375.0,2011,M,USED,23995
Ram,16.0,2023,A,NEW,54645
Ford,225223.0,2015,A,USED,61399
Volkswagen,27541.0,2023,A,USED,37995
Ram,226010.0,2012,A,USED,47410
Volkswagen,119037.0,2016,M,USED,39995
Chevrolet,116659.0,2019,A,USED,53900
Mitsubishi,236605.0,2015,A,USED,13698
Nissan,124347.0,2017,A,USED,40548
Toyota,83050.0,2018,A,USED,39690
Ram,31.0,2023,A,NEW,67845
